,Team Name,Year,Wins,Losses,OT Losses,Win %,Goals For (GF),Goals Against (GA),+ / -
5587,St. Louis Blues,2002,41,24,6,0.5,253,222,31.0
5588,Tampa Bay Lightning,2002,36,25,5,0.439,219,210,9.0
5589,Toronto Maple Leafs,2002,44,28,3,0.537,236,208,28.0
5590,Vancouver Canucks,2002,45,23,1,0.549,264,208,56.0
5591,Washington Capitals,2002,39,29,6,0.476,224,220,4.0
5592,Mighty Ducks of Anaheim,2003,29,35,8,0.354,184,213,-29.0
5593,Atlanta Thrashers,2003,33,37,4,0.402,214,243,-29.0
5594,Boston Bruins,2003,41,19,7,0.5,209,188,21.0
5595,Buffalo Sabres,2003,37,34,4,0.451,220,221,-1.0
5596,Calgary Flames,2003,42,30,3,0.512,200,176,24.0
5597,Carolina Hurricanes,2003,28,34,6,0.341,172,209,-37.0
5598,Columbus Blue Jackets,2003,25,45,4,0.305,177,238,-61.0
5599,Chicago Blackhawks,2003,20,43,8,0.244,188,259,-71.0
5600,Colorado Avalanche,2003,40,22,7,0.488,236,198,38.0
5601,Dallas Stars,2003,41,26,2,0.5,194,175,19.0
5602,Detroit Red Wings,2003,48,21,2,0.585,255,189,66.0
5603,Edmonton Oilers,2003,36,29,5,0.439,221,208,13.0
5604,Florida Panthers,2003,28,35,4,0.341,188,221,-33.0
5605,Los Angeles Kings,2003,28,29,9,0.341,205,217,-12.0
5606,Minnesota Wild,2003,30,29,3,0.366,188,183,5.0
5607,Montreal Canadiens,2003,41,30,4,0.5,208,192,16.0
5608,Nashville Predators,2003,38,29,4,0.463,216,217,-1.0
5609,New Jersey Devils,2003,43,25,2,0.524,213,164,49.0
5610,New York Islanders,2003,38,29,4,0.463,237,210,27.0
5611,New York Rangers,2003,27,40,8,0.329,206,250,-44.0
5612,Ottawa Senators,2003,43,23,6,0.524,262,189,73.0
5613,Philadelphia Flyers,2003,40,21,6,0.488,229,186,43.0
5614,Phoenix Coyotes,2003,22,36,6,0.268,188,245,-57.0
5615,Pittsburgh Penguins,2003,23,47,4,0.28,190,303,-113.0
5616,San Jose Sharks,2003,43,21,6,0.524,219,183,36.0
5617,St. Louis Blues,2003,39,30,2,0.476,191,198,-7.0
5618,Tampa Bay Lightning,2003,46,22,6,0.561,245,192,53.0
5619,Toronto Maple Leafs,2003,45,24,3,0.549,242,204,38.0
5620,Vancouver Canucks,2003,43,24,5,0.524,235,194,41.0
5621,Washington Capitals,2003,23,46,3,0.28,186,253,-67.0
5622,Mighty Ducks of Anaheim,2005,43,27,12,0.524,254,229,25.0
5623,Atlanta Thrashers,2005,41,33,8,0.5,281,275,6.0
5624,Boston Bruins,2005,29,37,16,0.354,230,266,-36.0
5625,Buffalo Sabres,2005,52,24,6,0.634,281,239,42.0
5626,Calgary Flames,2005,46,25,11,0.561,218,200,18.0
5627,Carolina Hurricanes,2005,52,22,8,0.634,294,260,34.0
5628,Columbus Blue Jackets,2005,35,43,4,0.427,223,279,-56.0
5629,Chicago Blackhawks,2005,26,43,13,0.317,211,285,-74.0
5630,Colorado Avalanche,2005,43,30,9,0.524,283,257,26.0
5631,Dallas Stars,2005,53,23,6,0.646,265,218,47.0
5632,Detroit Red Wings,2005,58,16,8,0.707,305,209,96.0
5633,Edmonton Oilers,2005,41,28,13,0.5,256,251,5.0
5634,Florida Panthers,2005,37,34,11,0.451,240,257,-17.0
5635,Los Angeles Kings,2005,42,35,5,0.512,249,270,-21.0
5636,Minnesota Wild,2005,38,36,8,0.463,231,215,16.0
5637,Montreal Canadiens,2005,42,31,9,0.512,243,247,-4.0
5638,Nashville Predators,2005,49,25,8,0.598,259,227,32.0
5639,New Jersey Devils,2005,46,27,9,0.561,242,229,13.0
5640,New York Islanders,2005,36,40,6,0.439,230,278,-48.0
5641,New York Rangers,2005,44,26,12,0.537,257,215,42.0
5642,Ottawa Senators,2005,52,21,9,0.634,314,211,103.0
5643,Philadelphia Flyers,2005,45,26,11,0.549,267,259,8.0
5644,Phoenix Coyotes,2005,38,39,5,0.463,246,271,-25.0
5645,Pittsburgh Penguins,2005,22,46,14,0.268,244,316,-72.0
5646,San Jose Sharks,2005,44,27,11,0.537,266,242,24.0
5647,St. Louis Blues,2005,21,46,15,0.256,197,292,-95.0
5648,Tampa Bay Lightning,2005,43,33,6,0.524,252,260,-8.0
5649,Toronto Maple Leafs,2005,41,33,8,0.5,257,270,-13.0
5650,Vancouver Canucks,2005,42,32,8,0.512,256,255,1.0
5651,Washington Capitals,2005,29,41,12,0.354,237,306,-69.0
5652,Anaheim Ducks,2006,48,20,14,0.585,258,208,50.0
5653,Atlanta Thrashers,2006,43,28,11,0.524,246,245,1.0
5654,Boston Bruins,2006,35,41,6,0.427,219,289,-70.0
5655,Buffalo Sabres,2006,53,22,7,0.646,308,242,66.0
5656,Calgary Flames,2006,43,29,10,0.524,258,226,32.0
5657,Carolina Hurricanes,2006,40,34,8,0.488,241,253,-12.0
5658,Columbus Blue Jackets,2006,33,42,7,0.402,201,249,-48.0
5659,Chicago Blackhawks,2006,31,42,9,0.378,201,258,-57.0
5660,Colorado Avalanche,2006,44,31,7,0.537,272,251,21.0
5661,Dallas Stars,2006,50,25,7,0.61,226,197,29.0
5662,Detroit Red Wings,2006,50,19,13,0.61,254,199,55.0
5663,Edmonton Oilers,2006,32,43,7,0.39,195,248,-53.0
5664,Florida Panthers,2006,35,31,16,0.427,247,257,-10.0
5665,Los Angeles Kings,2006,27,41,14,0.329,227,283,-56.0
5666,Minnesota Wild,2006,48,26,8,0.585,235,191,44.0
5667,Montreal Canadiens,2006,42,34,6,0.512,245,256,-11.0
5668,Nashville Predators,2006,51,23,8,0.622,272,212,60.0
5669,New Jersey Devils,2006,49,24,9,0.598,216,201,15.0
5670,New York Islanders,2006,40,30,12,0.488,248,240,8.0
5671,New York Rangers,2006,42,30,10,0.512,242,216,26.0
5672,Ottawa Senators,2006,48,25,9,0.585,288,222,66.0
5673,Philadelphia Flyers,2006,22,48,12,0.268,214,303,-89.0
5674,Phoenix Coyotes,2006,31,46,5,0.378,216,284,-68.0
5675,Pittsburgh Penguins,2006,47,24,11,0.573,277,246,31.0
5676,San Jose Sharks,2006,51,26,5,0.622,258,199,59.0
5677,St. Louis Blues,2006,34,35,13,0.415,214,254,-40.0
5678,Tampa Bay Lightning,2006,44,33,5,0.537,253,261,-8.0
5679,Toronto Maple Leafs,2006,40,31,11,0.488,258,269,-11.0
5680,Vancouver Canucks,2006,49,26,7,0.598,222,201,21.0
5681,Washington Capitals,2006,28,40,14,0.341,235,286,-51.0
5682,Anaheim Ducks,2007,47,27,8,0.573,205,191,14.0
5683,Atlanta Thrashers,2007,34,40,8,0.415,216,272,-56.0
5684,Boston Bruins,2007,41,29,12,0.5,212,222,-10.0
5685,Buffalo Sabres,2007,39,31,12,0.476,255,242,13.0
5686,Calgary Flames,2007,42,30,10,0.512,229,227,2.0
5687,Carolina Hurricanes,2007,43,33,6,0.524,252,249,3.0
5688,Columbus Blue Jackets,2007,34,36,12,0.415,193,218,-25.0
5689,Chicago Blackhawks,2007,40,34,8,0.488,239,235,4.0
5690,Colorado Avalanche,2007,44,31,7,0.537,231,219,12.0
5691,Dallas Stars,2007,45,30,7,0.549,242,207,35.0
5692,Detroit Red Wings,2007,54,21,7,0.659,257,184,73.0
5693,Edmonton Oilers,2007,41,35,6,0.5,235,251,-16.0
5694,Florida Panthers,2007,38,35,9,0.463,216,226,-10.0
5695,Los Angeles Kings,2007,32,43,7,0.39,231,266,-35.0
5696,Minnesota Wild,2007,44,28,10,0.537,223,218,5.0
5697,Montreal Canadiens,2007,47,25,10,0.573,262,222,40.0
5698,Nashville Predators,2007,41,32,9,0.5,230,229,1.0
5699,New Jersey Devils,2007,46,29,7,0.561,206,197,9.0
5700,New York Islanders,2007,35,38,9,0.427,194,243,-49.0
5701,New York Rangers,2007,42,27,13,0.512,213,199,14.0
5702,Ottawa Senators,2007,43,31,8,0.524,261,247,14.0
5703,Philadelphia Flyers,2007,42,29,11,0.512,248,233,15.0
5704,Phoenix Coyotes,2007,38,37,7,0.463,214,231,-17.0
5705,Pittsburgh Penguins,2007,47,27,8,0.573,247,216,31.0
5706,San Jose Sharks,2007,49,23,10,0.598,222,193,29.0
5707,St. Louis Blues,2007,33,36,13,0.402,205,237,-32.0
5708,Tampa Bay Lightning,2007,31,42,9,0.378,223,267,-44.0
5709,Toronto Maple Leafs,2007,36,35,11,0.439,231,260,-29.0
5710,Vancouver Canucks,2007,39,33,10,0.476,213,215,-2.0
5711,Washington Capitals,2007,43,31,8,0.524,242,231,11.0
5712,Anaheim Ducks,2008,42,33,7,0.512,245,238,7.0
5713,Atlanta Thrashers,2008,35,41,6,0.427,257,280,-23.0
5714,Boston Bruins,2008,53,19,10,0.646,274,196,78.0
5715,Buffalo Sabres,2008,41,32,9,0.5,250,234,16.0
5716,Calgary Flames,2008,46,30,6,0.561,254,248,6.0
5717,Carolina Hurricanes,2008,45,30,7,0.549,239,226,13.0
5718,Columbus Blue Jackets,2008,41,31,10,0.5,226,230,-4.0
5719,Chicago Blackhawks,2008,46,24,12,0.561,264,216,48.0
5720,Colorado Avalanche,2008,32,45,5,0.39,199,257,-58.0
5721,Dallas Stars,2008,36,35,11,0.439,230,257,-27.0
5722,Detroit Red Wings,2008,51,21,10,0.622,295,244,51.0
5723,Edmonton Oilers,2008,38,35,9,0.463,234,248,-14.0
5724,Florida Panthers,2008,41,30,11,0.5,234,231,3.0
5725,Los Angeles Kings,2008,34,37,11,0.415,207,234,-27.0
5726,Minnesota Wild,2008,40,33,9,0.488,219,200,19.0
5727,Montreal Canadiens,2008,41,30,11,0.5,249,247,2.0
5728,Nashville Predators,2008,40,34,8,0.488,213,233,-20.0
5729,New Jersey Devils,2008,51,27,4,0.622,244,209,35.0
5730,New York Islanders,2008,26,47,9,0.317,201,279,-78.0
5731,New York Rangers,2008,43,30,9,0.524,210,218,-8.0
5732,Ottawa Senators,2008,36,35,11,0.439,217,237,-20.0
5733,Philadelphia Flyers,2008,44,27,11,0.537,264,238,26.0
5734,Phoenix Coyotes,2008,36,39,7,0.439,208,252,-44.0
5735,Pittsburgh Penguins,2008,45,28,9,0.549,264,239,25.0
5736,San Jose Sharks,2008,53,18,11,0.646,257,204,53.0
5737,St. Louis Blues,2008,41,31,10,0.5,233,233,0.0
5738,Tampa Bay Lightning,2008,24,40,18,0.293,210,279,-69.0
5739,Toronto Maple Leafs,2008,34,35,13,0.415,250,293,-43.0
5740,Vancouver Canucks,2008,45,27,10,0.549,246,220,26.0
5741,Washington Capitals,2008,50,24,8,0.61,272,245,27.0
5742,Anaheim Ducks,2009,39,32,11,0.476,238,251,-13.0
5743,Atlanta Thrashers,2009,35,34,13,0.427,234,256,-22.0
5744,Boston Bruins,2009,39,30,13,0.476,206,200,6.0
5745,Buffalo Sabres,2009,45,27,10,0.549,235,207,28.0
5746,Calgary Flames,2009,40,32,10,0.488,204,210,-6.0
5747,Carolina Hurricanes,2009,35,37,10,0.427,230,256,-26.0
5748,Columbus Blue Jackets,2009,32,35,15,0.39,216,259,-43.0
5749,Chicago Blackhawks,2009,52,22,8,0.634,271,209,62.0
5750,Colorado Avalanche,2009,43,30,9,0.524,244,233,11.0
5751,Dallas Stars,2009,37,31,14,0.451,237,254,-17.0
5752,Detroit Red Wings,2009,44,24,14,0.537,229,216,13.0
5753,Edmonton Oilers,2009,27,47,8,0.329,214,284,-70.0
5754,Florida Panthers,2009,32,37,13,0.39,208,244,-36.0
5755,Los Angeles Kings,2009,46,27,9,0.561,241,219,22.0
5756,Minnesota Wild,2009,38,36,8,0.463,219,246,-27.0
5757,Montreal Canadiens,2009,39,33,10,0.476,217,223,-6.0
5758,Nashville Predators,2009,47,29,6,0.573,225,225,0.0
5759,New Jersey Devils,2009,48,27,7,0.585,222,191,31.0
5760,New York Islanders,2009,34,37,11,0.415,222,264,-42.0
5761,New York Rangers,2009,38,33,11,0.463,222,218,4.0
5762,Ottawa Senators,2009,44,32,6,0.537,225,238,-13.0
5763,Philadelphia Flyers,2009,41,35,6,0.5,236,225,11.0
5764,Phoenix Coyotes,2009,50,25,7,0.61,225,202,23.0
5765,Pittsburgh Penguins,2009,47,28,7,0.573,257,237,20.0
5766,San Jose Sharks,2009,51,20,11,0.622,264,215,49.0
5767,St. Louis Blues,2009,40,32,10,0.488,225,223,2.0
5768,Tampa Bay Lightning,2009,34,36,12,0.415,217,260,-43.0
5769,Toronto Maple Leafs,2009,30,38,14,0.366,214,267,-53.0
5770,Vancouver Canucks,2009,49,28,5,0.598,272,222,50.0
5771,Washington Capitals,2009,54,15,13,0.659,318,233,85.0
5772,Anaheim Ducks,2010,47,30,5,0.573,239,235,4.0
5773,Atlanta Thrashers,2010,34,36,12,0.415,223,269,-46.0
5774,Boston Bruins,2010,46,25,11,0.561,246,195,51.0
5775,Boston Bruins,1990,44,24,,0.55,299,264,35.0
5776,Buffalo Sabres,1990,31,30,,0.388,292,278,14.0
5777,Calgary Flames,1990,46,26,,0.575,344,263,81.0
5778,Chicago Blackhawks,1990,49,23,,0.613,284,211,73.0
5779,Detroit Red Wings,1990,34,38,,0.425,273,298,-25.0
5780,Edmonton Oilers,1990,37,37,,0.463,272,272,0.0
5781,Hartford Whalers,1990,31,38,,0.388,238,276,-38.0
5782,Los Angeles Kings,1990,46,24,,0.575,340,254,86.0
5783,Minnesota North Stars,1990,27,39,,0.338,256,266,-10.0
5784,Montreal Canadiens,1990,39,30,,0.487,273,249,24.0
5785,New Jersey Devils,1990,32,33,,0.4,272,264,8.0
5786,New York Islanders,1990,25,45,,0.312,223,290,-67.0
5787,New York Rangers,1990,36,31,,0.45,297,265,32.0
5788,Philadelphia Flyers,1990,33,37,,0.412,252,267,-15.0
5789,Pittsburgh Penguins,1990,41,33,,0.512,342,305,37.0
5790,Quebec Nordiques,1990,16,50,,0.2,236,354,-118.0
5791,St. Louis Blues,1990,47,22,,0.588,310,250,60.0
5792,Toronto Maple Leafs,1990,23,46,,0.287,241,318,-77.0
5793,Vancouver Canucks,1990,28,43,,0.35,243,315,-72.0
5794,Washington Capitals,1990,37,36,,0.463,258,258,0.0
5795,Winnipeg Jets,1990,26,43,,0.325,260,288,-28.0
5796,Boston Bruins,1991,36,32,,0.45,270,275,-5.0
5797,Buffalo Sabres,1991,31,37,,0.388,289,299,-10.0
5798,Calgary Flames,1991,31,37,,0.388,296,305,-9.0
5799,Chicago Blackhawks,1991,36,29,,0.45,257,236,21.0
5800,Detroit Red Wings,1991,43,25,,0.537,320,256,64.0
5801,Edmonton Oilers,1991,36,34,,0.45,295,297,-2.0
5802,Hartford Whalers,1991,26,41,,0.325,247,283,-36.0
5803,Los Angeles Kings,1991,35,31,,0.438,287,296,-9.0
5804,Minnesota North Stars,1991,32,42,,0.4,246,278,-32.0
5805,Montreal Canadiens,1991,41,28,,0.512,267,207,60.0
5806,New Jersey Devils,1991,38,31,,0.475,289,259,30.0
5807,New York Islanders,1991,34,35,,0.425,291,299,-8.0
5808,New York Rangers,1991,50,25,,0.625,321,246,75.0
5809,Philadelphia Flyers,1991,32,37,,0.4,252,273,-21.0
5810,Pittsburgh Penguins,1991,39,32,,0.487,343,308,35.0
5811,Quebec Nordiques,1991,20,48,,0.25,255,318,-63.0
5812,San Jose Sharks,1991,17,58,,0.212,219,359,-140.0
5813,St. Louis Blues,1991,36,33,,0.45,279,266,13.0
5814,Toronto Maple Leafs,1991,30,43,,0.375,234,294,-60.0
5815,Vancouver Canucks,1991,42,26,,0.525,285,250,35.0
5816,Washington Capitals,1991,45,27,,0.562,330,275,55.0
5817,Winnipeg Jets,1991,33,32,,0.412,251,244,7.0
5818,Boston Bruins,1992,51,26,,0.607,332,268,64.0
5819,Buffalo Sabres,1992,38,36,,0.452,335,297,38.0
5820,Calgary Flames,1992,43,30,,0.512,322,282,40.0
5821,Chicago Blackhawks,1992,47,25,,0.56,279,230,49.0
5822,Detroit Red Wings,1992,47,28,,0.56,369,280,89.0
5823,Edmonton Oilers,1992,26,50,,0.31,242,337,-95.0
5824,Hartford Whalers,1992,26,52,,0.31,284,369,-85.0
5825,Los Angeles Kings,1992,39,35,,0.464,338,340,-2.0
5826,Minnesota North Stars,1992,36,38,,0.429,272,293,-21.0
5827,Montreal Canadiens,1992,48,30,,0.571,326,280,46.0
5828,New Jersey Devils,1992,40,37,,0.476,308,299,9.0
5829,New York Islanders,1992,40,37,,0.476,335,297,38.0
5830,New York Rangers,1992,34,39,,0.405,304,308,-4.0
5831,Ottawa Senators,1992,10,70,,0.119,202,395,-193.0
5832,Philadelphia Flyers,1992,36,37,,0.429,319,319,0.0
5833,Pittsburgh Penguins,1992,56,21,,0.667,367,268,99.0
5834,Quebec Nordiques,1992,47,27,,0.56,351,300,51.0
5835,San Jose Sharks,1992,11,71,,0.131,218,414,-196.0
5836,St. Louis Blues,1992,37,36,,0.44,282,278,4.0
5837,Tampa Bay Lightning,1992,23,54,,0.274,245,332,-87.0
5838,Toronto Maple Leafs,1992,44,29,,0.524,288,241,47.0
5839,Vancouver Canucks,1992,46,29,,0.548,346,278,68.0
5840,Washington Capitals,1992,43,34,,0.512,325,286,39.0
5841,Winnipeg Jets,1992,40,37,,0.476,322,320,2.0
5842,Mighty Ducks of Anaheim,1993,33,46,,0.393,229,251,-22.0
5843,Boston Bruins,1993,42,29,,0.5,289,252,37.0
5844,Buffalo Sabres,1993,43,32,,0.512,282,218,64.0
5845,Calgary Flames,1993,42,29,,0.5,302,256,46.0
5846,Chicago Blackhawks,1993,39,36,,0.464,254,240,14.0
5847,Dallas Stars,1993,42,29,,0.5,286,265,21.0
5848,Detroit Red Wings,1993,46,30,,0.548,356,275,81.0
5849,Edmonton Oilers,1993,25,45,,0.298,261,305,-44.0
5850,Florida Panthers,1993,33,34,,0.393,233,233,0.0
5851,Hartford Whalers,1993,27,48,,0.321,227,288,-61.0
5852,Los Angeles Kings,1993,27,45,,0.321,294,322,-28.0
5853,Montreal Canadiens,1993,41,29,,0.488,283,248,35.0
5854,New Jersey Devils,1993,47,25,,0.56,306,220,86.0
5855,New York Islanders,1993,36,36,,0.429,282,264,18.0
5856,New York Rangers,1993,52,24,,0.619,299,231,68.0
5857,Ottawa Senators,1993,14,61,,0.167,201,397,-196.0
5858,Philadelphia Flyers,1993,35,39,,0.417,294,314,-20.0
5859,Pittsburgh Penguins,1993,44,27,,0.524,299,285,14.0
5860,Quebec Nordiques,1993,34,42,,0.405,277,292,-15.0
5861,San Jose Sharks,1993,33,35,,0.393,252,265,-13.0
5862,St. Louis Blues,1993,40,33,,0.476,270,283,-13.0
5863,Tampa Bay Lightning,1993,30,43,,0.357,224,251,-27.0
5864,Toronto Maple Leafs,1993,43,29,,0.512,280,243,37.0
5865,Vancouver Canucks,1993,41,40,,0.488,279,276,3.0
5866,Washington Capitals,1993,39,35,,0.464,277,263,14.0
5867,Winnipeg Jets,1993,24,51,,0.286,245,344,-99.0
5868,Mighty Ducks of Anaheim,1994,16,27,,0.333,125,164,-39.0
5869,Boston Bruins,1994,27,18,,0.562,150,127,23.0
5870,Buffalo Sabres,1994,22,19,,0.458,130,119,11.0
5871,Calgary Flames,1994,24,17,,0.5,163,135,28.0
5872,Chicago Blackhawks,1994,24,19,,0.5,156,115,41.0
5873,Dallas Stars,1994,17,23,,0.354,136,135,1.0
5874,Detroit Red Wings,1994,33,11,,0.688,180,117,63.0
5875,Edmonton Oilers,1994,17,27,,0.354,136,183,-47.0
5876,Florida Panthers,1994,20,22,,0.417,115,127,-12.0
5877,Hartford Whalers,1994,19,24,,0.396,127,141,-14.0
5878,Los Angeles Kings,1994,16,23,,0.333,142,174,-32.0
5879,Montreal Canadiens,1994,18,23,,0.375,125,148,-23.0
5880,New Jersey Devils,1994,22,18,,0.458,136,121,15.0
5881,New York Islanders,1994,15,28,,0.312,126,158,-32.0
5882,New York Rangers,1994,22,23,,0.458,139,134,5.0
5883,Ottawa Senators,1994,9,34,,0.188,117,174,-57.0
5884,Philadelphia Flyers,1994,28,16,,0.583,150,132,18.0
5885,Pittsburgh Penguins,1994,29,16,,0.604,181,158,23.0
5886,Quebec Nordiques,1994,30,13,,0.625,185,134,51.0
5887,San Jose Sharks,1994,19,25,,0.396,129,161,-32.0
5888,St. Louis Blues,1994,28,15,,0.583,178,135,43.0
5889,Tampa Bay Lightning,1994,17,28,,0.354,120,144,-24.0
5890,Toronto Maple Leafs,1994,21,19,,0.438,135,146,-11.0
5891,Vancouver Canucks,1994,18,18,,0.375,153,148,5.0
5892,Washington Capitals,1994,22,18,,0.458,136,120,16.0
5893,Winnipeg Jets,1994,16,25,,0.333,157,177,-20.0
5894,Mighty Ducks of Anaheim,1995,35,39,,0.427,234,247,-13.0
5895,Boston Bruins,1995,40,31,,0.488,282,269,13.0
5896,Buffalo Sabres,1995,33,42,,0.402,247,262,-15.0
5897,Calgary Flames,1995,34,37,,0.415,241,240,1.0
5898,Chicago Blackhawks,1995,40,28,,0.488,273,220,53.0
5899,Colorado Avalanche,1995,47,25,,0.573,326,240,86.0
5900,Dallas Stars,1995,26,42,,0.317,227,280,-53.0
5901,Detroit Red Wings,1995,62,13,,0.756,325,181,144.0
5902,Edmonton Oilers,1995,30,44,,0.366,240,304,-64.0
5903,Florida Panthers,1995,41,31,,0.5,254,234,20.0
5904,Hartford Whalers,1995,34,39,,0.415,237,259,-22.0
5905,Los Angeles Kings,1995,24,40,,0.293,256,302,-46.0
5906,Montreal Canadiens,1995,40,32,,0.488,265,248,17.0
5907,New Jersey Devils,1995,37,33,,0.451,215,202,13.0
5908,New York Islanders,1995,22,50,,0.268,229,315,-86.0
5909,New York Rangers,1995,41,27,,0.5,272,237,35.0
5910,Ottawa Senators,1995,18,59,,0.22,191,291,-100.0
5911,Philadelphia Flyers,1995,45,24,,0.549,282,208,74.0
5912,Pittsburgh Penguins,1995,49,29,,0.598,362,284,78.0
5913,San Jose Sharks,1995,20,55,,0.244,252,357,-105.0
5914,St. Louis Blues,1995,32,34,,0.39,219,248,-29.0
5915,Tampa Bay Lightning,1995,38,32,,0.463,238,248,-10.0
5916,Toronto Maple Leafs,1995,34,36,,0.415,247,252,-5.0
5917,Vancouver Canucks,1995,32,35,,0.39,278,278,0.0
5918,Washington Capitals,1995,39,32,,0.476,234,204,30.0
5919,Winnipeg Jets,1995,36,40,,0.439,275,291,-16.0
5920,Mighty Ducks of Anaheim,1996,36,33,,0.439,245,233,12.0
5921,Boston Bruins,1996,26,47,,0.317,234,300,-66.0
5922,Buffalo Sabres,1996,40,30,,0.488,237,208,29.0
5923,Calgary Flames,1996,32,41,,0.39,214,239,-25.0
5924,Chicago Blackhawks,1996,34,35,,0.415,223,210,13.0
5925,Colorado Avalanche,1996,49,24,,0.598,277,205,72.0
5926,Dallas Stars,1996,48,26,,0.585,252,198,54.0
5927,Detroit Red Wings,1996,38,26,,0.463,253,197,56.0
5928,Edmonton Oilers,1996,36,37,,0.439,252,247,5.0
5929,Florida Panthers,1996,35,28,,0.427,221,201,20.0
5930,Hartford Whalers,1996,32,39,,0.39,226,256,-30.0
5931,Los Angeles Kings,1996,28,43,,0.341,214,268,-54.0
5932,Montreal Canadiens,1996,31,36,,0.378,249,276,-27.0
5933,New Jersey Devils,1996,45,23,,0.549,231,182,49.0
5934,New York Islanders,1996,29,41,,0.354,240,250,-10.0
5935,New York Rangers,1996,38,34,,0.463,258,231,27.0
5936,Ottawa Senators,1996,31,36,,0.378,226,234,-8.0
5937,Philadelphia Flyers,1996,45,24,,0.549,274,217,57.0
5938,Phoenix Coyotes,1996,38,37,,0.463,240,243,-3.0
5939,Pittsburgh Penguins,1996,38,36,,0.463,285,280,5.0
5940,San Jose Sharks,1996,27,47,,0.329,211,278,-67.0
5941,St. Louis Blues,1996,36,35,,0.439,236,239,-3.0
5942,Tampa Bay Lightning,1996,32,40,,0.39,217,247,-30.0
5943,Toronto Maple Leafs,1996,30,44,,0.366,230,273,-43.0
5944,Vancouver Canucks,1996,35,40,,0.427,257,273,-16.0
5945,Washington Capitals,1996,33,40,,0.402,214,231,-17.0
5946,Mighty Ducks of Anaheim,1997,26,43,,0.317,205,261,-56.0
5947,Boston Bruins,1997,39,30,,0.476,221,194,27.0
5948,Buffalo Sabres,1997,36,29,,0.439,211,187,24.0
5949,Calgary Flames,1997,26,41,,0.317,217,252,-35.0
5950,Carolina Hurricanes,1997,33,41,,0.402,200,219,-19.0
5951,Chicago Blackhawks,1997,30,39,,0.366,192,199,-7.0
5952,Colorado Avalanche,1997,39,26,,0.476,231,205,26.0
5953,Dallas Stars,1997,49,22,,0.598,242,167,75.0
5954,Detroit Red Wings,1997,44,23,,0.537,250,196,54.0
5955,Edmonton Oilers,1997,35,37,,0.427,215,224,-9.0
5956,Florida Panthers,1997,24,43,,0.293,203,256,-53.0
5957,Los Angeles Kings,1997,38,33,,0.463,227,225,2.0
5958,Montreal Canadiens,1997,37,32,,0.451,235,208,27.0
5959,New Jersey Devils,1997,48,23,,0.585,225,166,59.0
5960,New York Islanders,1997,30,41,,0.366,212,225,-13.0
5961,New York Rangers,1997,25,39,,0.305,197,231,-34.0
5962,Ottawa Senators,1997,34,33,,0.415,193,200,-7.0
5963,Philadelphia Flyers,1997,42,29,,0.512,242,193,49.0
5964,Phoenix Coyotes,1997,35,35,,0.427,224,227,-3.0
5965,Pittsburgh Penguins,1997,40,24,,0.488,228,188,40.0
5966,San Jose Sharks,1997,34,38,,0.415,210,216,-6.0
5967,St. Louis Blues,1997,45,29,,0.549,256,204,52.0
5968,Tampa Bay Lightning,1997,17,55,,0.207,151,269,-118.0
5969,Toronto Maple Leafs,1997,30,43,,0.366,194,237,-43.0
5970,Vancouver Canucks,1997,25,43,,0.305,224,273,-49.0
5971,Washington Capitals,1997,40,30,,0.488,219,202,17.0
5972,Mighty Ducks of Anaheim,1998,35,34,,0.427,215,206,9.0
5973,Boston Bruins,1998,39,30,,0.476,214,181,33.0
5974,Buffalo Sabres,1998,37,28,,0.451,207,175,32.0
5975,Calgary Flames,1998,30,40,,0.366,211,234,-23.0
5976,Carolina Hurricanes,1998,34,30,,0.415,210,202,8.0
5977,Chicago Blackhawks,1998,29,41,,0.354,202,248,-46.0
5978,Colorado Avalanche,1998,44,28,,0.537,239,205,34.0
5979,Dallas Stars,1998,51,19,,0.622,236,168,68.0
5980,Detroit Red Wings,1998,43,32,,0.524,245,202,43.0
5981,Edmonton Oilers,1998,33,37,,0.402,230,226,4.0
5982,Florida Panthers,1998,30,34,,0.366,210,228,-18.0
5983,Los Angeles Kings,1998,32,45,,0.39,189,222,-33.0
5984,Montreal Canadiens,1998,32,39,,0.39,184,209,-25.0
5985,Nashville Predators,1998,28,47,,0.341,190,261,-71.0
5986,New Jersey Devils,1998,47,24,,0.573,248,196,52.0
5987,New York Islanders,1998,24,48,,0.293,194,244,-50.0
5988,New York Rangers,1998,33,38,,0.402,217,227,-10.0
5989,Ottawa Senators,1998,44,23,,0.537,239,179,60.0
5990,Philadelphia Flyers,1998,37,26,,0.451,231,196,35.0
5991,Phoenix Coyotes,1998,39,31,,0.476,205,197,8.0
5992,Pittsburgh Penguins,1998,38,30,,0.463,242,225,17.0
5993,San Jose Sharks,1998,31,33,,0.378,196,191,5.0
5994,St. Louis Blues,1998,37,32,,0.451,237,209,28.0
5995,Tampa Bay Lightning,1998,19,54,,0.232,179,292,-113.0
5996,Toronto Maple Leafs,1998,45,30,,0.549,268,231,37.0
5997,Vancouver Canucks,1998,23,47,,0.28,192,258,-66.0
5998,Washington Capitals,1998,31,45,,0.378,200,218,-18.0
5999,Mighty Ducks of Anaheim,1999,34,33,3,0.415,217,227,-10.0
6000,Atlanta Thrashers,1999,14,57,4,0.171,170,313,-143.0
